topic,year,pubs,cites
Archaeology and ancient environmental studies,2006,1,57
Archaeology and ancient environmental studies,2007,1,95
Archaeology and ancient environmental studies,2018,2,5
Archaeology and ancient environmental studies,2023,1,0
Archaeology and Historical Studies,1994,1,1
Archaeology and Historical Studies,2023,1,0
Architecture and Computational Design,2013,1,0
Architecture and Computational Design,2018,1,0
Architecture and Computational Design,2020,1,0
Arctic and Antarctic ice dynamics,2021,1,14
Arsenic contamination and mitigation,2011,1,70
Arsenic contamination and mitigation,2018,1,5
Arsenic contamination and mitigation,2021,2,112
Arsenic contamination and mitigation,2022,1,24
"Art, Politics, and Modernism",2025,1,0
Artificial Intelligence and Decision Support Systems,2025,1,3
Artificial Intelligence in Healthcare,2025,2,3
Artificial Intelligence in Healthcare and Education,2023,1,1
Artificial Intelligence in Healthcare and Education,2025,1,0
Asian Studies and History,1999,2,3
Asphalt Pavement Performance Evaluation,2018,1,29
Asphalt Pavement Performance Evaluation,2019,2,10
Asphalt Pavement Performance Evaluation,2021,3,32
Asphalt Pavement Performance Evaluation,2022,1,0
Asphalt Pavement Performance Evaluation,2023,1,17
Asphalt Pavement Performance Evaluation,2025,1,3
Asphalt Pavement Performance Evaluation,2026,1,0
Assembly Line Balancing Optimization,2011,1,0
Assembly Line Balancing Optimization,2012,1,3
Assembly Line Balancing Optimization,2020,1,0
Astro and Planetary Science,1986,1,23
Astro and Planetary Science,2007,1,0
Astro and Planetary Science,2008,2,32
Astro and Planetary Science,2009,1,25
Astro and Planetary Science,2010,1,2
Astro and Planetary Science,2012,1,2
Astro and Planetary Science,2014,1,0
Astro and Planetary Science,2015,16,27
Astro and Planetary Science,2021,1,6
Astro and Planetary Science,2024,1,6
Astro and Planetary Science,2025,4,6
Astronomical Observations and Instrumentation,2003,1,0
Astronomical Observations and Instrumentation,2015,20,0
Astronomy and Astrophysical Research,2015,6,0
Astrophysics and Cosmic Phenomena,2015,2,0
Astrophysics and Star Formation Studies,2008,1,0
Astrophysics and Star Formation Studies,2014,1,8
Astrophysics and Star Formation Studies,2021,1,6
Astrophysics and Star Formation Studies,2025,1,0
Asymmetric Hydrogenation and Catalysis,2007,1,0
Asymmetric Hydrogenation and Catalysis,2008,1,2
Asymmetric Hydrogenation and Catalysis,2011,1,15
Asymmetric Hydrogenation and Catalysis,2012,1,0
Asymmetric Hydrogenation and Catalysis,2016,2,1
Asymmetric Hydrogenation and Catalysis,2019,1,36
Asymmetric Hydrogenation and Catalysis,2022,1,3
Asymmetric Synthesis and Catalysis,1999,1,22
Asymmetric Synthesis and Catalysis,2007,2,35
Asymmetric Synthesis and Catalysis,2008,1,0
Asymmetric Synthesis and Catalysis,2014,2,37
Asymmetric Synthesis and Catalysis,2018,2,48
Asymmetric Synthesis and Catalysis,2021,1,9
Atmospheric aerosols and clouds,2019,2,20
Atmospheric and Environmental Gas Dynamics,1989,6,20
Atmospheric and Environmental Gas Dynamics,1990,1,49
Atmospheric and Environmental Gas Dynamics,1991,4,92
Atmospheric and Environmental Gas Dynamics,2001,3,7
Atmospheric and Environmental Gas Dynamics,2002,1,28
Atmospheric and Environmental Gas Dynamics,2004,2,4
Atmospheric and Environmental Gas Dynamics,2006,1,80
Atmospheric and Environmental Gas Dynamics,2007,1,35
Atmospheric and Environmental Gas Dynamics,2008,1,6
Atmospheric and Environmental Gas Dynamics,2009,1,129
Atmospheric and Environmental Gas Dynamics,2010,2,117
Atmospheric and Environmental Gas Dynamics,2011,2,53
Atmospheric and Environmental Gas Dynamics,2012,4,24
Atmospheric and Environmental Gas Dynamics,2013,2,133
Atmospheric and Environmental Gas Dynamics,2014,4,188
Atmospheric and Environmental Gas Dynamics,2015,2,12
Atmospheric and Environmental Gas Dynamics,2016,4,99
Atmospheric and Environmental Gas Dynamics,2017,7,125
Atmospheric and Environmental Gas Dynamics,2018,2,37
Atmospheric and Environmental Gas Dynamics,2019,4,265
Atmospheric and Environmental Gas Dynamics,2020,8,255
Atmospheric and Environmental Gas Dynamics,2021,8,410
Atmospheric and Environmental Gas Dynamics,2022,15,259
Atmospheric and Environmental Gas Dynamics,2023,5,38
Atmospheric and Environmental Gas Dynamics,2024,11,37
Atmospheric and Environmental Gas Dynamics,2025,9,5
Atmospheric chemistry and aerosols,2000,1,1
Atmospheric chemistry and aerosols,2005,1,15
Atmospheric chemistry and aerosols,2007,2,27
Atmospheric chemistry and aerosols,2010,1,1
Atmospheric chemistry and aerosols,2016,1,24
Atmospheric chemistry and aerosols,2017,1,21
Atmospheric chemistry and aerosols,2018,1,7
Atmospheric chemistry and aerosols,2019,1,20
Atmospheric chemistry and aerosols,2020,1,21
Atmospheric chemistry and aerosols,2021,3,24
Atmospheric chemistry and aerosols,2022,4,31
Atmospheric chemistry and aerosols,2023,3,0
Atmospheric chemistry and aerosols,2024,1,17
Atmospheric Ozone and Climate,2007,1,21
Atmospheric Ozone and Climate,2013,1,0
Atmospheric Ozone and Climate,2016,1,24
Atmospheric Ozone and Climate,2017,1,26
Atmospheric Ozone and Climate,2018,2,23
Atmospheric Ozone and Climate,2019,1,20
Atmospheric Ozone and Climate,2022,2,10
Atmospheric Ozone and Climate,2023,2,0
Atomic and Molecular Physics,1984,1,4
Atomic and Molecular Physics,2003,1,24
Atomic and Molecular Physics,2004,1,0
Atomic and Molecular Physics,2005,1,12
Atomic and Molecular Physics,2006,6,117
Atomic and Molecular Physics,2007,6,106
Atomic and Molecular Physics,2008,3,62
Atomic and Molecular Physics,2009,3,44
Atomic and Molecular Physics,2010,3,33
Atomic and Molecular Physics,2012,3,78
Atomic and Molecular Physics,2013,8,28
Atomic and Molecular Physics,2014,2,25
Atomic and Molecular Physics,2016,1,7
Atomic and Molecular Physics,2024,1,2
Atomic and Subatomic Physics Research,2004,1,0
Atomic and Subatomic Physics Research,2007,1,0
Atomic and Subatomic Physics Research,2008,1,29
Atomic and Subatomic Physics Research,2009,1,29
Atomic and Subatomic Physics Research,2010,1,19
Atomic and Subatomic Physics Research,2014,1,61
Atomic and Subatomic Physics Research,2016,2,11
Atomic and Subatomic Physics Research,2020,1,35
"Auditing, Earnings Management, Governance",2011,1,1
Augmented Reality Applications,2023,1,4
Automated Road and Building Extraction,2023,1,27
Autonomous Vehicle Technology and Safety,2025,1,4
Axial and Atropisomeric Chirality Synthesis,2007,1,35
Axial and Atropisomeric Chirality Synthesis,2008,1,0
Axial and Atropisomeric Chirality Synthesis,2014,2,37
Bacterial biofilms and quorum sensing,2005,1,27
Bacterial biofilms and quorum sensing,2007,1,6
Bamboo properties and applications,2025,1,0
Banana Cultivation and Research,2011,1,6
Banana Cultivation and Research,2025,1,0
Bauxite Residue and Utilization,2020,1,1
Bauxite Residue and Utilization,2022,1,16
Bauxite Residue and Utilization,2024,8,10
Bauxite Residue and Utilization,2025,1,2
Bayesian Methods and Mixture Models,2011,1,0
Bayesian Modeling and Causal Inference,2007,1,0
Belt and Road Initiative,2025,1,0
Belt Conveyor Systems Engineering,2009,1,0
Belt Conveyor Systems Engineering,2015,1,0
Belt Conveyor Systems Engineering,2022,1,3
Belt Conveyor Systems Engineering,2023,1,0
Belt Conveyor Systems Engineering,2024,1,0
Biblical Studies and Interpretation,1998,1,2
Big Data and Business Intelligence,2008,1,5
Big Data and Business Intelligence,2009,1,0
Big Data and Business Intelligence,2017,1,0
Big Data and Business Intelligence,2021,1,25
Big Data and Business Intelligence,2024,1,0
Big Data Technologies and Applications,2024,1,0
BIM and Construction Integration,2013,1,0
BIM and Construction Integration,2020,1,63
BIM and Construction Integration,2025,1,1
Biochemical and Molecular Research,2011,1,18
Biochemical and Molecular Research,2012,2,15
Biocrusts and Microbial Ecology,2007,1,8
Biocrusts and Microbial Ecology,2014,1,0
biodegradable polymer synthesis and properties,2003,1,6
biodegradable polymer synthesis and properties,2011,2,5
biodegradable polymer synthesis and properties,2012,2,38
biodegradable polymer synthesis and properties,2016,1,0
biodegradable polymer synthesis and properties,2020,1,0
biodegradable polymer synthesis and properties,2025,2,2
Biodiesel Production and Applications,2020,1,28
Biodiesel Production and Applications,2021,3,31
Biodiesel Production and Applications,2024,1,2
Biofuel production and bioconversion,2011,1,91
Biofuel production and bioconversion,2021,1,12
Biofuel production and bioconversion,2022,2,8
Biological Activity of Diterpenoids and Biflavonoids,2009,1,3
Biological Control of Invasive Species,2012,1,43
Biological Stains and Phytochemicals,2025,1,0
Biomedical and Engineering Education,2016,1,0
Biomedical and Engineering Education,2021,1,130
Biomedical and Engineering Education,2024,1,0
Biomedical Research and Pathophysiology,2009,1,1
Biopolymer Synthesis and Applications,2004,1,0
Biosensors and Analytical Detection,2004,1,24
Biosimilars and Bioanalytical Methods,2013,1,0
Biotechnology and Related Fields,2011,1,8
Biotechnology and Related Fields,2024,1,0
"Birth, Development, and Health",1997,1,14
Black Holes and Theoretical Physics,2004,1,0
Blind Source Separation Techniques,2019,1,0
Block Copolymer Self-Assembly,2005,1,409
Block Copolymer Self-Assembly,2015,1,2
Blockchain Technology Applications and Security,2024,1,0
Blood Coagulation and Thrombosis Mechanisms,2014,1,14
Blood disorders and treatments,2015,1,3
Blood groups and transfusion,2018,1,0
Blood properties and coagulation,2018,1,28
Blood transfusion and management,2015,1,3
Body Composition Measurement Techniques,2025,1,0
Body Image and Dysmorphia Studies,2025,1,0
Bone fractures and treatments,2018,1,0
Bone health and treatments,2017,1,1
Bone health and treatments,2018,1,0
Bone Metabolism and Diseases,2017,1,1
Bone Tissue Engineering Materials,2010,1,0
Bone Tissue Engineering Materials,2011,1,0
Bone Tissue Engineering Materials,2013,1,23
Bone Tissue Engineering Materials,2014,1,10
Bone Tissue Engineering Materials,2017,1,1
Bone Tissue Engineering Materials,2022,1,21
Boron and Carbon Nanomaterials Research,2020,1,30
Boron and Carbon Nanomaterials Research,2023,1,16
Boron and Carbon Nanomaterials Research,2024,2,10
Boron and Carbon Nanomaterials Research,2025,1,5
Botany and Geology in Latin America and Caribbean,2020,1,0
Botany and Plant Ecology Studies,1992,2,2
Botany and Plant Ecology Studies,1993,1,2
Botany and Plant Ecology Studies,1994,1,1
Botany and Plant Ecology Studies,1997,1,0
Botany and Plant Ecology Studies,2002,1,1
Botany and Plant Ecology Studies,2004,1,3
Botany and Plant Ecology Studies,2005,2,1
Botany and Plant Ecology Studies,2011,2,0
Brake Systems and Friction Analysis,2014,1,0
Brake Systems and Friction Analysis,2015,1,3
Bryophyte Studies and Records,1992,1,2
Bryophyte Studies and Records,2002,1,1
Building Energy and Comfort Optimization,2017,1,5
Building Energy and Comfort Optimization,2021,1,2
Building Energy and Comfort Optimization,2023,2,40
Building materials and conservation,2017,1,29
Building materials and conservation,2018,2,14
Building materials and conservation,2021,1,19
Building materials and conservation,2022,1,24
Building materials and conservation,2023,1,5
Building materials and conservation,2025,3,5
Business and Economic Development,2019,1,5
Business Strategies and Innovation,2002,1,0
Business Strategies and Innovation,2011,1,0
Caching and Content Delivery,2024,1,27
Calcium Carbonate Crystallization and Inhibition,2003,1,6
Calcium Carbonate Crystallization and Inhibition,2011,3,141
Calcium Carbonate Crystallization and Inhibition,2012,1,39
Calcium Carbonate Crystallization and Inhibition,2013,4,133
Calcium Carbonate Crystallization and Inhibition,2014,5,195
Calcium Carbonate Crystallization and Inhibition,2015,2,76
Calcium Carbonate Crystallization and Inhibition,2016,7,345
Calcium Carbonate Crystallization and Inhibition,2017,5,143
Calcium Carbonate Crystallization and Inhibition,2018,6,489
Calcium Carbonate Crystallization and Inhibition,2019,6,67
Calcium Carbonate Crystallization and Inhibition,2020,6,74
Calcium Carbonate Crystallization and Inhibition,2021,9,150
Calcium Carbonate Crystallization and Inhibition,2022,12,140
Calcium Carbonate Crystallization and Inhibition,2023,3,31
Calcium Carbonate Crystallization and Inhibition,2024,3,11
Calcium Carbonate Crystallization and Inhibition,2025,9,27
Calcium Carbonate Crystallization and Inhibition,2026,3,0
Cancer and Skin Lesions,2025,1,0
Cancer Cells and Metastasis,2024,1,4
Cancer Diagnosis and Treatment,2024,1,1
Cancer Genomics and Diagnostics,2023,1,0
Cancer Genomics and Diagnostics,2024,1,0
Cancer Research and Treatments,2015,1,40
"Cancer, Hypoxia, and Metabolism",2007,1,10
"Cancer, Hypoxia, and Metabolism",2014,5,0
"Cancer, Lipids, and Metabolism",2015,1,0
Capital Investment and Risk Analysis,2001,1,0
Capital Investment and Risk Analysis,2007,1,22
Capital Investment and Risk Analysis,2009,1,36
Capital Investment and Risk Analysis,2011,2,31
Capital Investment and Risk Analysis,2015,1,14
Capital Investment and Risk Analysis,2016,1,3
Capital Investment and Risk Analysis,2018,1,33
Capital Investment and Risk Analysis,2021,1,0
Carbohydrate Chemistry and Synthesis,2011,1,91
Carbohydrate Chemistry and Synthesis,2013,1,3
Carbon and Quantum Dots Applications,2019,1,58
Carbon and Quantum Dots Applications,2021,1,6
Carbon and Quantum Dots Applications,2026,1,0
Carbon Dioxide Capture Technologies,1994,1,23
Carbon Dioxide Capture Technologies,1996,1,0
Carbon Dioxide Capture Technologies,2011,1,0
Carbon Dioxide Capture Technologies,2015,3,351
Carbon Dioxide Capture Technologies,2016,1,19
Carbon Dioxide Capture Technologies,2017,6,163
Carbon Dioxide Capture Technologies,2018,2,353
Carbon Dioxide Capture Technologies,2019,2,53
Carbon Dioxide Capture Technologies,2020,7,206
Carbon Dioxide Capture Technologies,2021,5,124
Carbon Dioxide Capture Technologies,2022,4,341
Carbon Dioxide Capture Technologies,2023,4,118
Carbon Dioxide Capture Technologies,2024,12,350
Carbon Dioxide Capture Technologies,2025,6,8
Carbon Dioxide Capture Technologies,2026,3,0
Carbon dioxide utilization in catalysis,2011,1,15
Carbon dioxide utilization in catalysis,2016,1,151
Carbon dioxide utilization in catalysis,2020,1,17
Carbon dioxide utilization in catalysis,2024,1,0
Carbon dioxide utilization in catalysis,2026,2,0
Carbon Nanotubes in Composites,2010,1,115
Carbon Nanotubes in Composites,2013,1,16
Carbon Nanotubes in Composites,2016,1,103
Carbon Nanotubes in Composites,2018,1,0
Carbon Nanotubes in Composites,2024,1,0
Carbon Nanotubes in Composites,2025,1,8
Carcinogens and Genotoxicity Assessment,1985,1,2
Cardiac Arrest and Resuscitation,2023,2,0
Cardiac Structural Anomalies and Repair,2019,1,0
Cardiac Valve Diseases and Treatments,2025,1,0
"Cardiac, Anesthesia and Surgical Outcomes",2010,1,0
"Cardiac, Anesthesia and Surgical Outcomes",2011,2,15
"Cardiac, Anesthesia and Surgical Outcomes",2012,2,13
"Cardiac, Anesthesia and Surgical Outcomes",2013,1,6
"Cardiac, Anesthesia and Surgical Outcomes",2014,1,2
"Cardiac, Anesthesia and Surgical Outcomes",2015,2,37
"Cardiac, Anesthesia and Surgical Outcomes",2016,2,64
"Cardiac, Anesthesia and Surgical Outcomes",2017,2,38
"Cardiac, Anesthesia and Surgical Outcomes",2018,2,50
"Cardiac, Anesthesia and Surgical Outcomes",2020,2,5
"Cardiac, Anesthesia and Surgical Outcomes",2021,1,3
"Cardiac, Anesthesia and Surgical Outcomes",2024,1,3
"Cardiac, Anesthesia and Surgical Outcomes",2025,1,0
Cardiovascular and Diving-Related Complications,2016,1,19
Cardiovascular Function and Risk Factors,2025,1,0
Cardiovascular Syncope and Autonomic Disorders,2015,1,15
